reviewId,content,score
3da607f6-85a8-4a11-8438-aefaf3485106,"kenapa dana bisnis gak bisa ditarik saldo nya min,, masalah ny itu deteksi wajah nya salah terus,,, reksa dana juga gak bisa dijual alasan nya sama deteksi wajah salah 🤦🏻‍♀️ tolong di perbaiki min,,,, uda chatt diana juga uujung ujung nya suruh nunggu,, uda ditunggu juga gk ada konfirmasi 🤦🏻‍♀️ kasih bintang 5mohon perbaikannya min",5
0c41baa4-a1b4-4b74-a26a-d736e9898715,bgis,5
c9f62cef-5b11-48d3-b761-ed8fc75095af,Amplikasi sangat bagus,5
33000737-e8bb-4169-94f4-633e312a050f,"jangan pernah download ni apk tiba tiba ke suspend susah lagi ngatasinnya dan gampang eror,ada saldonya lagi mending hapus saja apk ini gak guna",5
3005ae3a-f702-4cf6-920e-ac5d1bd0b6f3,bagus,3
db09f32b-5970-48e9-b57e-5a5500a68ef9,ok,5
291fd3a6-bfdc-4a62-a0f6-6f2f8aff4998,belum puas lagi,3
4a163cef-a4b7-4817-be4c-c8783d118afd,bisenis kejilan,5
0316c33c-e4d0-41cb-9b0f-7881d2f46372,good,5
9457561b-cccb-4e8d-8360-8e78d27590d4,Cara praktis menyimpan uang tapi susah untuk masuk dana primium,5
70853f2b-a778-49ee-a180-ebf55b2e424f,"mantapppp,,,,",5
4e35b24d-4be1-43da-bb11-233564d632ba,ok,5
f94c3088-fd66-415b-bc7d-4260c7d61910,"saya sudah menunggu lebih dari 2 hari mungkin sekitar setengah bulan tapi status dokumen lagi di cek masih belum berubah, padahal sudah berhasil upgrade premium",2
5b0b1313-60e4-4986-bbf8-cb343c2a6bf0,sangt membantu sekali dalam transaksi,5
9fe9067f-e123-4fdf-b620-940cc7d9e883,ok sih,5
f48efa97-f2e1-46f2-a976-d11bb30a88b1,bagusss,4
fa3b2753-2fd4-4dca-8882-a9e4eb58f608,luar biasa sekali,5
4d8bb8b6-8fe1-4206-9e3e-e04e67c179ae,ok,5
e5cd311e-bb5e-4d7e-8a2b-60791536c5c4,is the best,5
131f2d85-ebf0-4441-8e59-a06dc89c2856,matap,5
9733bceb-3c37-4041-ad3b-a8393438b66e,"tolong dong di permudah untuk masuk k akunya, verifikasi melalui email ke steah msuk kan pin, dan verifikasi muka saya g bisa amuk akun krna nomer dananya ilang",1
bb2cd5c6-2f42-4f6b-a3ff-ee07bd0d9e04,sangat bermanfaat bagi saya,5
5418b4a8-ff65-41a0-9fc9-539a52e04753,bagus,4
26542a8b-e57e-4b2d-8677-b1bb2800d0b4,"Uang saya ditarik tanpa konfirmasi padahal saya tidak berlangganan. Harusnya sebelum tarik konfirmasi dulu dan harus persetujuan pemilik akun. Semoga pengajuan saya dapat di tindak lanjut i... Bila dana saya kembali komentar ini akan saya hapus, terimakasih 🙏",1
2257c730-8967-4222-b349-d4a7fd782555,mantap,5
ad1f24ad-45ef-403c-a275-58fc71d3f735,"udah puluhan tahun pake Transaksi di Dana,nggak pernah nongol fitur DANA CICIL/ DANA INSTANT nya.. KECEWA !!! UNISTALL FIX KALO GINI CARANYA !!",1
5f60bc47-b596-4fd0-8939-7fe7d7cfd1f2,"sangat membantu, trimakasih dana sukses selalu",5
e886251a-41ea-43ba-a820-2b56648d0970,Bintang 3 dulu karna saya kecewa fitur dana cicil Saya tidak bisa dipakai atau di aktifkan padahal Notifikasi Gunakan dana cicil nya sudah muncul tapi stelah saya coba masi blm bisa digunakan,3
57d29455-91fc-4719-a0c6-e8e7ba65d551,dana cicil ini ga tersedia teruss padahal baru pertama kali aktivasi,4
ab31edf5-badf-429f-9bea-203d88984f04,ok,5
5145ec51-1f13-4963-9d08-b10e34a4a2c7,aplikasix bagus tapi fitut pengajuan saya kadang tidak bisa terpenuhi,4
dc3d59c8-1d1a-42de-90b1-61bfd27f69bf,"kenapa uang di dalam dana saya hilang tiba tiba gitu,tadi malam nyah masih ada,ini saya tiba cek tidak ada lagi,tolong bantuan nyh",2
bd21a1f9-e019-40ce-82f3-a0e9e72e1d3b,perfect sangat,5
e413b1b6-55b4-4738-b39c-0a0c6ad94f51,keren jadi bisa hemat uang karena ada dana,5
8bfbbaa5-203e-4fb2-9494-230d45dbd931,scam,1
a87e0b8f-6b98-47a7-8a5f-2f154019cc63,pukara ni cbh jn tro ngelekkk ka,1
928f1a04-6d6d-45f1-ab28-a2f4fc4b2723,sangat bagus,5
860de1cb-be5e-432c-a8ae-079d3bc5a462,oke,5
b8cb5e02-e795-4fe8-bcab-d9677a2d1f46,tidak bisa masu ke nomor dana ini,5
635a92b6-09ef-4913-97d8-48da2910f307,bagus dan sangat membatu,5
b149e85b-b246-4d9f-ac1e-64a7eae227cf,HAPUS SAJA FITUR DANA CICIL SAYA DARI APLIKASI! BUAT APA LIMIT TERSEDIA TAPI TIDAK BISA DIGUNAKAN?! BIKIN BERAT APLIKASI SAJA👎,1
ecb2f41a-e394-4058-aa36-6e63aa13636e,sangat terbantu dengan adanya aplikasi ini...trima kasih 🥰,5
a3a8e270-b3cf-49b5-8a88-705dd3e979ff,Gimana cara nya upgrade ke dana premium 🙏 Biar bisa narik uang di dana 🙏,1
4a53e64c-361d-4f19-8467-a7fc9c4c861a,dana Cicil saya tidak bisa di pakai. buat apa bos ada menu dana cicil. hapus aja udh. udh berapa Tahun saya pakai dana buat transaksi kerja. kalau begini terus pindah aja ke ovo,1
9955340e-2c7a-46b5-8952-239b41807f10,"63333 hilang. email ga terdaftar di web yang bersangkutan testset.cloud ini. sumpah gajelas. disuruh hentikan malah disuruh hubungi ke sana. malah daftar dong kalo gitu gua. malah masuk ke kandang singa dong. dongo apa gimana dah. hentikan dari dana gitu emangnya gabisa? lemah amat sistem, ga punya otorisasi tinggi",1
e000e335-d73e-4905-ab32-876174532d6d,bagaimana cara mengaktifkan dana cicil,5
b2d89bbb-c101-4658-a5bb-94a3dfb36d15,"saya kasi bintang 3, soalnya kadang toko games nggak bisa di buka loading nya lama terus pas mau top up di game transaksi gagal pembelian di tolak, mungkin ini sja yg saya alami mohon developer nya di perbaiki lagi 🙏",3
3e074527-248c-4915-b6ef-0c04f1c56805,sangat berguna,5
79990e52-55ea-42f5-85cd-8ed8a3e1e389,sangat membatu bagi kaum yang tidak punya uang di bank,5
c9bd4af3-07f7-40ae-ac9d-987c0adfd442,bagus,4
d72f2c97-f2d4-4b98-89b5-07e17943e1a7,fungsional,5
2637ff69-b40a-4b54-b148-3cf5b6b26768,mnatp,5
5a1d40db-e99b-4bb2-8a4f-342e32ea0a4c,ok,5
47c4f83d-61de-4efc-b64c-b5317d90ab1e,Untuk keamanan saya merasakan kurang puas. Akun mudah sekali diretas orang-orang tidak bertanggung jawab. Akhirnya saldonya dibabat habis.,1
9b64a345-9b9e-4ed1-8037-101464c9d530,transaksi cepat,5
96d97cd5-1317-43e2-b504-e5eb1c852bf2,"kenapa selalu ada transaksi tanpa menggunakan pin pdhl saya tidak berlangganan apa2 saya tidak mengetahui transaksi tersebut dan tiba2 saja saldo terpotong otomatis,saya sangat kecewa dgn sistem dana kurg aman",1
2c11d615-8039-4737-a90d-6937d1ded8e7,saya suka,4
77d33bb1-952e-4084-bef7-ab33835a4ecd,sangat membantu dalam berTransaksi,5
ed3fb15a-666a-4c95-85af-a360ab7e7ec9,wow,5
1dc0af44-da7c-483f-a899-b403929f8db7,kenapa dana cicil saya kaga muncul,3
0ffaabfe-4777-4fbc-b0af-964dc0598795,mau pindah akun aja ribet ajg,1
deac4eb9-5850-4ee1-bd98-41e1787fb32b,Pake dana sekarang ko ga ada pake dana cicil pdahal yg lain dpt dana cicil,1
fc63f61e-a85a-4798-b495-e39653f389f8,bagus,5
ca1aa5d3-705e-4ff7-8f65-d8ae5a951671,luar biasa,5
8199481a-5869-46b6-ae43-ed4e08e52592,Bagus,5
e03eb0c6-f8a1-4476-9d3e-613c1130d7ae,terbaik,5
1eed3713-48fc-4c9d-a84b-9adf7a09f7d7,bagus,5
081b2489-6c57-40bf-8fb8-00899a98a5fb,Bagus,5
5a4c5f5c-3c4e-462a-9e3a-a440ebbca63a,ok,1
0b108db1-3fac-41b1-9c6f-fceed3ce1f58,ok,5
500a498f-1cf4-4218-81b8-d9a559650f0a,bagus bagus,5
3c939d63-92aa-4572-aa04-5f6e12f752b8,Cepat bgt,4
28942c65-8bc4-45d6-8fcf-232107909cc7,akun sudah premium namun tidak terbaca premium,1
01520d4d-9dd1-4378-bde5-6cd7c6d4e694,sangat bagus,5
d661c751-eca3-4c85-9307-557cfa38a961,bagus,5
df68d8a8-402f-4c8e-af82-9b34b223c4ee,ok,5
7e339654-1d23-4a64-bda7-7afcbf83f8d8,mantap,5
06b606fa-238a-42bf-927a-12336e84beec,sangat membantu,5
fc6844bd-ab9f-4a45-b156-6637f114361b,bagus,5
a4e7c0e9-2f5b-4a71-bc27-5c2e0f34bc01,sangat mudah dan membantu dalam proses transfer,5
6d59c13f-9c10-4b7f-88e6-ce0e29af3c8d,puas,5
5b1d51ed-1bad-4c9d-be48-6056d3ecbf5a,Alhamdulillah bagus.. mudah dlm bertransaksi,5
3ee40f20-0acc-42d3-8679-10cf7574b651,dana emang yg terbaik dan bagus👍👍👍👍,5
2bf18095-e0fb-4f61-b189-6bac26876ba2,apk yg sangat bagus...,5
7750cb5e-5634-439d-9eec-3eda8e141461,makasih dana semua nya jadi lancar dan mudah dan cepat aman brpo,5
db06b720-25bc-4b98-bb1c-0cd7b8359b59,sangat membantu,5
edf4dfe9-77de-4c78-b43b-dc0cfccac1f3,"sangat keren tanpa biaya kalo TF kemanapun dan untuk Bisnis, setlement QRIS nya jg tanpa potongan apapun.",5
e833cc4f-781b-426a-91ef-a8b563de9e15,apknya bagus,5
66a48557-e10a-4ac9-b75a-3aa9f5056a80,good dana,5
ab8b3c6d-15a7-4b62-a2bb-588c65fa9cea,kurang asyik,1
358d3426-1f32-4f72-82e2-bcf336046396,dana selalu dihatiiiii terimakasih tidak ada biaya adminnn gratisss,5
ec0b2109-0ce0-4f63-a139-251dede490d3,mantap terpercaya,5
d1a9816c-d1b8-4b1d-bd7e-e00dbe7c5c89,aplikasi dana emang👍❤️❤️❤️👍,5
27cd4706-0d0b-4e6e-b631-294e2315a5c7,apk DANA sangat membantu saat transaksi uang elektronik,5
e64e59e2-d0cd-4dae-b6ac-97b9fb88c8be,bgusd,5
55e8b764-bee2-4568-bf00-30c5d9cca97f,mantap,5
c96a5715-882d-4587-84d4-1d07621b1b3f,dana cicil nya muncul tapi gak bisa digunakan,5
bb9d0cbb-03ee-4b8c-b9a6-851d2d2a7044,sangat membantu dengan adanya DANA jadi bisa lebih mudah,5
c909fe4a-91d2-4574-ad8a-cbee030a8767,👍,5
f717a9a3-8656-4378-ad0f-ecb4bd1e84be,mantap,4
058f96ec-8a31-499d-b064-ecaf5bf53762,dana sangat membantu bagi saya,5
966b4cdb-de6b-4065-ad5e-db894a5825c1,bagus,5
72bd93e9-f554-4d38-b7ae-14c185e120fe,"pengiriman cepat dan tepat. Semoga Fasilitas DANA semakin baik. Terima kasih,,, 🙏🙏",5
fb30562d-980f-48ba-8e12-62f6d4c8d41c,"bermanfaat mudah,,tapi sayang gak bisa cetak struk",4
4175cc30-a7c7-42c6-95cf-49351e3e6b5b,good,5
e25f17f2-50db-4379-abe9-c9a4f424728b,"apk nya bagus,dan trx juga lancar,tapi ada satu masalah,terkadang ada notif harus tup op beberapa rupiah bahkan ratusan rupian buat melanjutkan trx google, saya tidak tau itu trax apa itu,tapi itu sering menguras saldo saya tanpa adanya perstujuan saya. saya mohon selidiki lebih lanjut lagi,saya tidak tau ini bug atau apa,tapi ini sangat lah meresahkan.",4
a7609457-c3b4-41fb-ac28-e8ef15496529,sangat mudah dan menyenangkan saya suka,5
fc4379d4-90c0-47b5-92c8-e70108449700,ini kenapa ya DANA saya kok ngak bisa di buka setelah saya update setiap mau masuk mesti keluar sendiri udh dri kemarin kayak gitu Mulu mana di DANA ada saldonya,1
4560ca5e-4df7-4746-869f-9016744239ac,"SUDAH NIAT BAIK MELUNASI DANA CICIL, SEKARANG MALAH TIDAK DAPAT DIGUNAKAN..... MALAH HANYA JADI PAJANGAN FORMALITAS DI BRANDA..... BENAR"" APLIKASI NGAK JELAS",1
4487f43d-0c02-4ab2-af16-c3848c639c11,MENARIK!!,5
8197915b-d0ba-4a14-adc5-bbd8d1c5db08,mantap,5
da80d108-8cb1-40a6-a2c1-6668121082b0,"Akun dana saya terproteksi alias tidak bisa login, tah apa penyebabnya, setelah di cek seseorang tidak dikenal telah mengganti nomor saya,langsung saya hubungi CS atau chat via diana harus nunggu 90hari dengan alasan proses pengecekan,andaikan bisa login aplikasi dana dalam 90hari itupun di kategorikan daftar ulang atau baru sebagai pengguna aplikasi dana dan besar kemungkinan saldo hilang. sungguh luar biasa!!! Tolong admin dana system nya di perbaiki dengan cepat tanpa harus menunggu lama.",1
080a96d2-447c-426d-82fd-21301c6930f0,sering kena hack,1
359e5442-f90f-4dbc-a28d-709951e88629,ok,5
cc00f0d0-bedc-4224-9b60-2b4a6a0038c0,terima kasih karna dengan aplikasi DANA saya bisa terbantu,5
59cbb481-8e46-407a-90fe-632865412dd1,bagus,5
7c33f913-10d4-47eb-9334-b91f21ea8558,baguss,5
6a9084e6-4a44-4372-a3a9-ae313b8a1c39,bagus,5
8458ed27-2e3a-410b-803e-74f27283ff42,bintang 4 soal nya saya lupa pin,4
92165d3b-03e1-426e-841a-2ef002c1dd93,Aplikasi yg sngt membantu GOOD pisan👍👍👍,5
a72463f6-d0bc-4b20-b094-d65981c100bf,midah,5
9e69721e-f2fe-4d38-9de3-4a3fadf3fee5,"bagus,keren",5
26601512-d1de-4885-ac1b-8f5fb323159c,good job emang iyah dana ini,1
0f7f2ab8-7bb3-4316-9228-b1e430dcd488,sangat membantu,5
cf735aa7-cb05-438f-8ae8-1a9e0a28aed2,bagus,5
